# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu,,,,,,,,,,,,,,,,,,
# Sat Oct  4 03:36:09 2025,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,
# User ID:         navidajayaweera2006,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,
# User preference: archive defaults*,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,
# COLUMN pl_name:        Planet Name,,,,,,,,,,,,,,,,,,
# COLUMN hostname:       Host Name,,,,,,,,,,,,,,,,,,
# COLUMN disposition:    Archive Disposition,,,,,,,,,,,,,,,,,,
# COLUMN sy_snum:        Number of Stars,,,,,,,,,,,,,,,,,,
# COLUMN sy_pnum:        Number of Planets,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbper:      Orbital Period [days],,,,,,,,,,,,,,,,,,
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au],,,,,,,,,,,,,,,,,,
# COLUMN pl_orbeccen:    Eccentricity,,,,,,,,,,,,,,,,,,
# COLUMN pl_insol:       Insolation Flux [Earth Flux],,,,,,,,,,,,,,,,,,
# COLUMN pl_eqt:         Equilibrium Temperature [K],,,,,,,,,,,,,,,,,,
# COLUMN pl_orbincl:     Inclination [deg],,,,,,,,,,,,,,,,,,
# COLUMN pl_imppar:      Impact Parameter,,,,,,,,,,,,,,,,,,
# COLUMN pl_trandep:     Transit Depth [%],,,,,,,,,,,,,,,,,,
# COLUMN pl_trandur:     Transit Duration [hours],,,,,,,,,,,,,,,,,,
# COLUMN pl_ratdor:      Ratio of Semi-Major Axis to Stellar Radius,,,,,,,,,,,,,,,,,,
# COLUMN pl_ratror:      Ratio of Planet to Stellar Radius,,,,,,,,,,,,,,,,,,
# COLUMN pl_occdep:      Occultation Depth [%],,,,,,,,,,,,,,,,,,
# COLUMN pl_orbtper:     Epoch of Periastron [days],,,,,,,,,,,,,,,,,,
# COLUMN pl_orblper:     Argument of Periastron [deg],,,,,,,,,,,,,,,,,,
# COLUMN st_teff:        Stellar Effective Temperature [K],,,,,,,,,,,,,,,,,,
# COLUMN st_rad:         Stellar Radius [Solar Radius],,,,,,,,,,,,,,,,,,
# COLUMN st_mass:        Stellar Mass [Solar mass],,,,,,,,,,,,,,,,,,
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)],,,,,,,,,,,,,,,,,,
# COLUMN st_age:         Stellar Age [Gyr],,,,,,,,,,,,,,,,,,
# COLUMN sy_gaiamag:     Gaia Magnitude,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,
pl_name,hostname,disposition,sy_snum,sy_pnum,pl_orbper,pl_orbeccen,pl_insol,pl_eqt,pl_orbincl,pl_imppar,pl_trandep,pl_trandur,st_teff,st_rad,st_mass,st_logg,st_age,sy_gaiamag
EPIC 201920032.02,EPIC 201920032,candidate,1,0,4.73172,,,,,,0.0245,1.2,,1.028,,,,12.9033
EPIC 201923289.01,EPIC 201923289,candidate,1,0,0.782022,,,,,,0.0267,1.416,,0.94,,,,13.6711
EPIC 201923289.01,EPIC 201923289,candidate,1,0,0.78214992,,,,,0,0.0226,1.31,5144,0.79,,,,13.6711
EPIC 201925324.01,EPIC 201925324,candidate,1,0,15.4769,,,,,,0.173,3.528,,0.66,,,,14.929
EPIC 201927336.01,EPIC 201927336,candidate,1,0,6.4498648,,,,,0.1,0.0814,1.63,5395,0.85,,,,13.0886
EPIC 201927336.01,EPIC 201927336,candidate,1,0,6.45027,,,,,,0.0606,1.632,,0.894,,,,13.0886
EPIC 201928106.01,EPIC 201928106,non-candidate,1,0,1.19478,,,,,,,7.104,3671,0.235,,5.053,,16.6373
EPIC 201929294.01,EPIC 201929294,non-candidate,1,0,,,,,,,,,4786,0.7,,,,13.0277
EPIC 202059377.01,EPIC 202059377,non-candidate,1,0,1.5771832,,,,,1,2.49,3.96,8210,1.94,,,,
EPIC 202059377.01,EPIC 202059377,non-candidate,1,0,1.57753,,,,,,,0,7747,1.93,,4.08,,
EPIC 202060800.01,EPIC 202060800,candidate,1,0,3.262038,,,,,,2.4289,2.2536,10318,5.27397,,,,11.3231
EPIC 202062450.01,EPIC 202062450,candidate,1,0,4.4654,,,,,,1.59,7.488,,2.3,,,,11.4234
EPIC 202064253.01,EPIC 202064253,candidate,1,0,21.140574,,,,,0.83,5.01,4.63,6205,1.29,,,,12.305
EPIC 202065819.01,EPIC 202065819,candidate,1,0,5.74372,,,,,,0.7985,4.2048,,,,,,12.4653
EPIC 202066192.01,EPIC 202066192,candidate,1,0,3.2923818,,,,,0.9,0.924,1.76,7824,1.87,,,,14.7765
EPIC 202066537.01,EPIC 202066537,candidate,1,0,6.90487,,,,,,,3.5088,6599,1.45,,4.241,,
EPIC 202066537.01,EPIC 202066537,candidate,1,0,6.905053,,,,,,2.5067,3.8736,,,,,,
EPIC 202066537.01,EPIC 202066537,candidate,1,0,6.9055211,,,,,0.89,2.65,3.65,6722,1.89,,,,
EPIC 202066811.01,EPIC 202066811,candidate,1,0,1.696374,,,,,,3.779,3.7296,,1.793,,,,14.4233
EPIC 202071289.01,EPIC 202071289,candidate,1,0,3.046136,,,,,,3.778,2.52,,1.698,,,,10.8766
EPIC 202071289.01,EPIC 202071289,candidate,1,0,3.0459383,,,,,0.77,3.82,2.21,5529,0.89,,,,10.8766
EPIC 202071289.01,EPIC 202071289,candidate,1,0,3.04622,,,,,,,2.5488,5529,0.89,,4.5,,10.8766
EPIC 202071401.01,EPIC 202071401,candidate,1,0,3.23792,,,,,,0.0431,1.4448,4500,0.639668,0.707,4.67558,,12.5582
EPIC 202071401.01,EPIC 202071401,candidate,1,0,3.238542,,,,,0.39,0.0499,1.27,4446,0.69,,,,12.5582
EPIC 202071401.01,EPIC 202071401,candidate,1,0,3.2367,,,,,,,1.2192,4863,0.74,,4.597,,12.5582
EPIC 202071635.01,EPIC 202071635,candidate,1,0,6.2719092,,,,,0.85,9.29,5.32,7254,1.81,,,,10.1789
EPIC 202071645.01,EPIC 202071645,non-candidate,1,0,23.7782,,,,,,,5.0712,7498,2.09,,4.03,,10.4274
EPIC 202071725.01,EPIC 202071725,candidate,1,0,1.42636,,,,,,0.03016,2.328,,4.28,,,,10.402
EPIC 202072596.01,EPIC 202072596,candidate,1,0,3.979287,,,,,0.88,3.5,4.82,7430,1.84,,,,11.5166
EPIC 202072965.01,EPIC 202072965,candidate,1,0,2.1417519,,,,,0.69,24.8,6.93,6492,1.59,,,,10.3219
EPIC 202084970.01,EPIC 202084970,candidate,1,0,2.86136,,,,,,0.1169,2.16,3697,0.50129,0.499329,4.73628,,14.8633
EPIC 202085553.01,EPIC 202085553,candidate,1,0,3.10622,,,,,,0.195,2.712,3636,0.501135,0.499177,4.73641,,15.2193
EPIC 202085597.01,EPIC 202085597,candidate,1,0,1.814553,,,,,,1.289,3.4368,4618,10.0566,,,,15.0307
EPIC 202085698.01,EPIC 202085698,candidate,1,0,17.1541,,,,,,1.948,8.472,4930,16.1325,,,,15.1318
EPIC 202085934.01,EPIC 202085934,candidate,1,0,12.1507,,,,,,0.029,3.84,,0.83,,,,11.4122
EPIC 202086291.01,EPIC 202086291,candidate,1,0,2.4343734,,,,,0.52,38.7,7.44,5568,0.9,,,,12.0965
EPIC 202086968.01,EPIC 202086968,candidate,1,0,1.8490876,,,,,0.97,2.74,3.12,5693,0.96,,,,12.3617
EPIC 202088212.01,EPIC 202088212,candidate,1,0,2.620724,,,,,0.91,0.889,2.46,6013,1.14,,,,11.4672
EPIC 202088212.01,EPIC 202088212,candidate,1,0,2.620799,,,,,,0.941,2.6184,,1.725,,,,11.4672
EPIC 202088212.01,EPIC 202088212,candidate,1,0,2.62077,,,,,,,2.112,6302,1.4,,4.23,,11.4672
EPIC 202089657.01,EPIC 202089657,candidate,1,0,1.314437,,,,84.96549,,,,6009,1.472064,,4.09,,11.5156
EPIC 202089657.01,EPIC 202089657,candidate,1,0,1.3144014,,,,,0.65,0.0426,1.69,6137,1.23,,,,11.5156
EPIC 202090152.01,EPIC 202090152,candidate,1,0,4.8045244,,,,,0.12,0.0678,2.33,6187,1.28,,,,11.3269
EPIC 202090723.01,EPIC 202090723,candidate,1,0,6.14818,,,,,,0.1513,3.8856,6591.31,2.29043,,,,
EPIC 202090737.01,EPIC 202090737,candidate,1,0,1.49761,,,,,,0.02228,2.712,,,,,,
EPIC 202091388.01,EPIC 202091388,candidate,1,0,6.479656,,,,88.1327,,,,5586,0.921539,,4.5,,13.3578
EPIC 202091388.01,EPIC 202091388,candidate,1,0,6.48167,,,,,,0.1249,2.808,,0.922,,,,13.3578
EPIC 202091388.01,EPIC 202091388,candidate,1,0,6.4804111,,,,,0.56,0.121,2.94,5537,0.89,,,,13.3578
EPIC 202092480.01,EPIC 202092480,candidate,1,0,2.8445331,,,,,0.68,26.5,5.69,6045,1.16,,,,10.5671
EPIC 202092559.01,EPIC 202092559,candidate,1,0,0.6687,,,,,,0.01196,2.16,,1.942,,,,9.88677
EPIC 202092782.01,EPIC 202092782,candidate,1,0,13.3461,,,,,,0.5465,2.6568,,2.575,,,,11.5014
EPIC 202093020.01,EPIC 202093020,candidate,1,0,4.13737,,,,,,1.049,2.2368,,1.03,,,,14.4841
EPIC 202093020.01,EPIC 202093020,candidate,1,0,4.1376047,,,,,0.74,0.911,1.75,4581,0.7,,,,14.4841
EPIC 202093968.01,EPIC 202093968,candidate,1,0,2.469851,,,,,,0.1234,2.6592,,1.479,,,,
EPIC 202094740.01,EPIC 202094740,candidate,1,0,0.690458,,,,,,0.6655,5.8896,6912.12,1.50882,,,,11.4997
EPIC 202094740.01,EPIC 202094740,candidate,1,0,0.689647,,,,78,,,,6481,1.08,,4,,11.4997
EPIC 202126847.01,EPIC 202126847,candidate,1,0,4.1687922,,,,,0.95,1.69,6.61,6005,1.14,,,,12.3758
EPIC 202126853.01,EPIC 202126853,candidate,1,0,21.17051,,,,,,1.5771,5.004,,2.536,,,,11.7238
EPIC 202126884.01,EPIC 202126884,candidate,1,0,5.319375537,,1968.9003,1698.93,,,0.6537084,6.6913995,6350,2.36934,,3.78918,,12.179
EPIC 202126884.01,EPIC 202126884,candidate,1,0,5.319075,,,,,,0.7124,6.756,,2.28,,,,12.179
EPIC 202126887.01,EPIC 202126887,non-candidate,1,0,12.86772,,,,,,,3.08088,6861,1.79,,4.11,,12.9556
EPIC 202126887.01,EPIC 202126887,non-candidate,1,0,12.866412,,,,,,3.1311,3.12,,1.642,,,,12.9556
EPIC 202126887.01,EPIC 202126887,non-candidate,1,0,12.866539,,,,,0.85,3.01,3.02,6066,1.18,,,,12.9556
EPIC 202126888.01,EPIC 202126888,non-candidate,1,0,1.8461222,,,,,0.58,0.965,2.99,7536,1.82,,,,13.4593
EPIC 202126888.01,EPIC 202126888,non-candidate,1,0,1.84617,,,,,,,3,3252,0.21,,5.08,,13.4593
EPIC 202137637.01,EPIC 202137637,candidate,1,0,6.6223,,,,,,0.348,1.224,5000,5.54598,,,,15.5167
EPIC 202139294.01,EPIC 202139294,candidate,1,0,0.5217136,,,,,,1.4286,4.0152,,11.27,,,,11.4542
EPIC 202565282.01,EPIC 202565282,candidate,1,0,11.975818,,,,,0.75,7.83,6.84,3320,0.28,,,,15.429
EPIC 202565282.01,EPIC 202565282,candidate,1,0,11.97495,,,,,,,6.786,5200,3.4,,3.32,,15.429
EPIC 202600948.01,EPIC 202600948,candidate,1,0,5.9895,,,,,,0.0354,1.848,,1.03,,,,10.303
EPIC 202634963.01,EPIC 202634963,candidate,1,0,28.707623,,,,,0.82,3.57,3.61,5838,1.03,,,,12.1514
EPIC 202675839.01,EPIC 202675839,candidate,1,0,15.4715,,,,,,,3.6288,5791,1.89,,4.005,,12.4043
EPIC 202675839.01,EPIC 202675839,candidate,1,0,15.465691,,,,,0.68,0.249,3.08,4989,0.76,,,,12.4043
EPIC 202675839.01,EPIC 202675839,candidate,1,0,15.466674,,,,85.47505,,,,5807,1.231429,,4.25,,12.4043
EPIC 202688980.01,EPIC 202688980,candidate,1,0,1.4556637,,,,,,2.958,2.512,6520,1.84406,1.341,4.03395,,11.7989
EPIC 202688980.01,EPIC 202688980,candidate,1,0,1.45556515,,,,,,2.7008,2.5488,,2.043,,,,11.7989
EPIC 202710713.01,EPIC 202710713,candidate,1,0,3.3262396,,,,,0.95,0.101,5.81,3404,0.33,,,,12.1804
EPIC 202710713.01,EPIC 202710713,candidate,1,0,3.32592848,,,,,,0.091,4.655,4017,60.6949,,,,12.1804
EPIC 202710713.01,EPIC 202710713,candidate,1,0,3.3255,,,,,,0.1179,7.104,,85,,,,12.1804
EPIC 202774883.01,EPIC 202774883,candidate,1,0,13.1426,,,,,,0.529,5.712,,13.9,,,,15.8068
EPIC 202821899.01,EPIC 202821899,candidate,1,0,4.474513,,,,87.80397,,,,6081,2.221057,,3.88,,12.7788
EPIC 202821899.01,EPIC 202821899,candidate,1,0,4.4743465,,,,,0.48,0.12,2,5248,0.81,,,,12.7788
EPIC 202821899.01,EPIC 202821899,candidate,1,0,4.47471,,,,,,0.173,3.0336,,2.486,,,,12.7788
EPIC 202843107.01,EPIC 202843107,candidate,1,0,2.1989041,,,,,0.6,32.4,6.83,4938,0.75,,,,13.3907
EPIC 202893157.01,EPIC 202893157,candidate,1,0,4.1657292,,,,,0.85,0.227,2.47,3442,0.36,,,,14.3752
EPIC 202963882.01,EPIC 202963882,non-candidate,1,0,0.6308,,,,,,5.52,,,,,,,
EPIC 202971774.01,EPIC 202971774,candidate,1,0,0.2358684,,,,,,0.0754,0.7416,,1.792,,,,12.5286
EPIC 203042994.01,EPIC 203042994,candidate,1,0,12.99109,,,,,,0.602,1.656,,4.5,,,,15.4797
EPIC 203070421.01,EPIC 203070421,candidate,1,0,1.7359447,,,,,0.96,0.043,2.82,5354,0.84,,,,12.4966
EPIC 203099398.01,EPIC 203099398,candidate,1,0,1.8389349,,,,,0.17,0.0177,1.43,3930,0.58,,,,10.6678
EPIC 203099398.01,EPIC 203099398,candidate,1,0,1.83916,,,,,,0.01515,1.5072,,0.48,,,,10.6678
EPIC 203139512.01,EPIC 203139512,candidate,1,0,2.032664,,,,,,0.1159,1.4088,,0.535,,,,14.3506
EPIC 203139512.02,EPIC 203139512,candidate,1,0,6.11706,,,,,,0.0976,2.064,,0.535,,,,14.3506
EPIC 203294831.01,EPIC 203294831,candidate,1,0,1.859017,,,,,,,3.21408,6842,2.03,,4.01,,12.0994
EPIC 203294831.01,EPIC 203294831,candidate,1,0,1.85872487,,,,,,4.143,3.213,6015,2.01889,1.11,3.87316,,12.0994
EPIC 203294831.01,EPIC 203294831,candidate,1,0,1.8590179,,,,,0.9,4.44,3.36,6244,1.33,,,,12.0994
EPIC 203311200.01,EPIC 203311200,candidate,1,0,540,,,,,0.61,,,5200,0.94,,,,11.5903
EPIC 203311200.01,EPIC 203311200,candidate,1,0,,,,,,,0.3511,13.02,,1.947,,,,11.5903
EPIC 203476597.01,EPIC 203476597,non-candidate,1,0,1.4408,,,,,,1.64,,4154,1.58859,,,,12.0723
EPIC 203485624.01,EPIC 203485624,non-candidate,1,0,0.841202,,,,,,,0,6237,2.31,,3.85,,12.2881
EPIC 203518244.01,EPIC 203518244,candidate,1,0,0.8411257,,,,,0.35,0.015,2.92,4289,0.66,,,,13.2366
EPIC 203533312.01,EPIC 203533312,candidate,1,0,0.17566,,,,76.6,,,,6620,1.15,,4.19,,12.1885
EPIC 203560204.01,EPIC 203560204,candidate,1,0,29.33873041,,,,,,1.277,5.083,3171,0.528528,0.525532,4.71253,,15.3988
EPIC 203581469.01,EPIC 203581469,non-candidate,1,0,22.7984,,,,,,,2.1288,6195,1.37,,4.18,,14.4889
EPIC 203616858.01,EPIC 203616858,candidate,1,0,1.68027,,,,,,0.0262,2.616,,1.275,,,,11.4576
EPIC 203623230.01,EPIC 203623230,candidate,1,0,2.54427583,,,,,,0.012,2.146,8188,3.23826,2.003,3.71913,,8.6024
EPIC 203633064.01,EPIC 203633064,candidate,1,0,0.7099504,,,,,,1.6512,2.172,,2.065,,,,12.3351
EPIC 203692610.01,EPIC 203692610,non-candidate,1,0,1.8204,,,,,,0.5,,3112,0.5139,0.511624,4.72526,,15.8035
EPIC 203710387.01,EPIC 203710387,non-candidate,1,0,2.809,,,,,,4.73,,2901,0.474383,0.472176,4.75991,,16.6459
EPIC 203710387.01,EPIC 203710387,non-candidate,1,0,1.404411,,,,,,,2.28504,6933,2.02,,4.02,,16.6459
EPIC 203710387.01,EPIC 203710387,non-candidate,1,0,1.4044283,,,,,0.84,7.26,2.45,2721,0.12,,,,16.6459
EPIC 203753577.01,EPIC 203753577,candidate,1,0,3.400858,,,,,,0.3404,2.28,,0.983,,,,10.975
EPIC 203753577.01,EPIC 203753577,candidate,1,0,3.4007758,,,,,0.94,0.331,2.29,5520,0.89,,,,10.975
EPIC 203771098.03,K2-24,candidate,1,2,,,,,,,0.3145,6.5448,,1.249,,,,10.9072
EPIC 203784668.01,EPIC 203784668,candidate,1,0,,,,,,,0.5701,14.664,3095,,,,,8.18226
EPIC 203823381.01,EPIC 203823381,non-candidate,1,0,8.2781,,,,,,0.26,,6520,,,,,
EPIC 203823381.01,EPIC 203823381,non-candidate,1,0,8.2758,,,,,,,2.6088,5926,1.6,,4.16,,
EPIC 203823381.01,EPIC 203823381,non-candidate,1,0,8.2766395,,,,,0.77,0.371,2.44,2586,0.11,,,,
EPIC 203849738.01,EPIC 203849738,non-candidate,1,0,0.6199,,,,,,2.52,,2978,0.596423,0.585161,4.65423,,15.4752
EPIC 203867512.01,EPIC 203867512,candidate,1,0,28.46762,,,,,,3.1445,7.62,,1.97,,,,11.9423
EPIC 203867512.01,EPIC 203867512,candidate,1,0,28.465633,,,,,0.49,3.09,7.63,5700,0.96,,,,11.9423
EPIC 203868608.01,EPIC 203868608,non-candidate,1,0,4.5417,,,,,,7.19,,2897,0.641751,0.620907,4.61636,,15.6318
EPIC 203914123.01,EPIC 203914123,candidate,1,0,83830,,,,,0.49,,,4000,0.74,,,,9.05299
EPIC 203925865.01,EPIC 203925865,candidate,1,0,8.79689,,,,,,0.0527,6.96,,2.047,,,,11.7872
EPIC 203929178.01,EPIC 203929178,candidate,1,0,1.153886,,,,,,,2.7696,6841,1.8,,4.09,,11.867
EPIC 203942067.01,EPIC 203942067,candidate,1,0,1.6398934,,,,,0.77,14.6,4.06,5175,0.79,,,,12.1274
EPIC 204043888.01,EPIC 204043888,non-candidate,1,0,1.486243,,,,,,,3.19488,5991,1.87,,3.984,,15.5411
EPIC 204057095.01,EPIC 204057095,candidate,1,0,23.210585,,,,,0.86,0.419,2.05,5244,0.81,,,,11.5816
EPIC 204057095.01,EPIC 204057095,candidate,1,0,23.21037,,,,,,0.4533,2.4408,,1.207,,,,11.5816
EPIC 204124270.01,EPIC 204124270,candidate,1,0,1.330023,,,,,,0.2836,1.7352,,2.4,,,,10.3709
EPIC 204128016.01,EPIC 204128016,candidate,1,0,50.73641,,,,,,0.3938,5.0328,,1.349,,,,11.9874
EPIC 204143627.01,EPIC 204143627,non-candidate,1,0,1.124,,,,,,0.62,,3074,0.50547,0.503436,4.73262,,15.6597
EPIC 204165788.01,HIP 80474,non-candidate,1,0,0.7474,,,,,,0.17,,,,,,,7.07504
EPIC 204197636.01,EPIC 204197636,candidate,1,0,46.1373,,,,,,0.1137,6.936,,0.723,,,,13.5312
EPIC 204276894.01,EPIC 204276894,candidate,1,0,1.957,,,,,,0.01,,3913,45.3731,,,,11.1065
EPIC 204308061.01,EPIC 204308061,candidate,1,0,22.6398,,,,,,0.02,3.744,,0.862,,,,10.0371
EPIC 204312847.01,EPIC 204312847,candidate,1,0,24.193613,,,,,0.81,10.6,7.54,5457,0.87,,,,11.0576
EPIC 204322265.01,EPIC 204322265,candidate,1,0,2.784496,,,,,,0.585,0.4656,,0.256,,,,15.3473
EPIC 204346718.01,EPIC 204346718,candidate,1,0,0.64292573,,,,,,2.46,5.977,2914,0.362033,0.348098,4.86227,,17.1932
EPIC 204364515.01,EPIC 204364515,non-candidate,1,0,1.4562,,,,,,1.65,,,,,,,14.6533
EPIC 204432860.01,EPIC 204432860,non-candidate,1,0,2.8742,,,,,,0.73,,3648,1.41662,,,,12.5627
EPIC 204489514.01,EPIC 204489514,candidate,1,0,10.2236,,,,,,,10.3992,6960,2.04,,4.05,,16.4228
EPIC 204506777.01,HIP 78977,non-candidate,1,0,1.6281,,,,,,1.49,,5691,2.74444,1.013,3.56677,,8.509111
EPIC 204529573.01,EPIC 204529573,candidate,1,0,2.7518,,,,,,0.00992,1.248,,0.647,,,,10.629
EPIC 204546592.01,EPIC 204546592,candidate,1,0,,,,,,,0.9753,20.736,,8.12,,,,9.88772
EPIC 204576757.01,EPIC 204576757,candidate,1,0,23.277669,,,,,0.64,19.8,4.75,4379,0.68,,,,13.7131
EPIC 204579445.01,EPIC 204579445,candidate,1,0,24.6842,,,,,,0.0408,4.968,,1.17,,,,11.882
EPIC 204634789.01,EPIC 204634789,candidate,1,0,2.2,,,,,0.74,,,4800,0.87,,,,12.3715
EPIC 204649811.01,EPIC 204649811,candidate,1,0,2.6454165,,,,,0.92,1.2,2.72,5179,0.79,,,,11.649
EPIC 204649811.01,EPIC 204649811,candidate,1,0,2.64594828,,,,,,1.124,2.688,6634,1.98054,1.39,3.98751,,11.649
EPIC 204658292.01,EPIC 204658292,candidate,1,0,20.98296043,,,,,,0.338,2.961,4822,0.739921,0.781,4.59235,,14.4924
EPIC 204676499.01,EPIC 204676499,candidate,1,0,1.5271792,,,,,,0.192,2.298,5359,0.899453,0.93,4.49859,,14.6666
EPIC 204750116.02,K2-365,candidate,1,1,7.8392,,,,,,0.0158,3.504,,1.115,,,,11.5285
EPIC 204760247.01,HIP 78168,non-candidate,1,0,9.2048,,,,,,14.79,,11886,3.61562,3.165,3.82208,,5.80898
EPIC 204763194.01,EPIC 204763194,candidate,1,0,2.32046168,,,,,,0.538,2.656,,,,,,
EPIC 204763194.01,EPIC 204763194,candidate,1,0,2.320937,,,,,,0.3298,2.736,,1.157,,,,
EPIC 204791347.01,EPIC 204791347,candidate,1,0,1.94297,,,,,0.125,,1.4,3197,0.436,0.486,4.846,,16.7304
EPIC 204873331.01,EPIC 204873331,non-candidate,1,0,1.3178719,,,,,,1.978,1.872,,1.975,,,,12.3543
EPIC 204873331.01,EPIC 204873331,non-candidate,1,0,1.3179,,,,,,,1.608,5876,1.07,,4.39,,12.3543
EPIC 204880394.01,EPIC 204880394,candidate,1,0,0.2338108,,,,,,1.26,1.92,,,,,,18.2041
EPIC 204882444.01,EPIC 204882444,non-candidate,1,0,1.1488,,,,,,0.98,,3429,0.984957,0.418,4.07241,,13.8428
EPIC 204884005.01,EPIC 204884005,candidate,1,0,46.38363,,,,,,0.1771,5.2368,,0.762,,,,11.573
EPIC 204884005.01,EPIC 204884005,candidate,1,0,46.40651,,,,,0.37,0.176,4.55,4812,0.73,,,,11.573
EPIC 204888276.01,EPIC 204888276,candidate,1,0,16.56127,,,,,,0.109,4.368,,0.258,,,,
EPIC 204888276.01,EPIC 204888276,candidate,1,0,16.563155,,,,,0.21,0.101,4.41,3669,0.48,,,,
EPIC 204914585.01,EPIC 204914585,candidate,1,0,18.357773,,,,,0.38,0.0452,5.13,4937,0.75,,,,12.5085
EPIC 204914585.01,EPIC 204914585,candidate,1,0,18.3647,,,,,,0.0421,5.856,,1.22,,,,12.5085
EPIC 204990932.01,EPIC 204990932,candidate,1,0,21.9184,,,,,,0.133,2.904,,0.72,,,,14.3662
EPIC 204991696.01,EPIC 204991696,candidate,1,0,49.8558,,,,,,0.0539,7.032,,1.359,,,,10.482
EPIC 205029914.01,EPIC 205029914,candidate,1,0,4.9818921,,,,,0.27,0.0555,3.84,5849,1.04,,,,11.7728
EPIC 205029914.01,EPIC 205029914,candidate,1,0,4.98049071,,,,,,0.041,4.087,5234,1.13733,0.893,4.27715,,11.7728
EPIC 205029914.01,EPIC 205029914,candidate,1,0,4.981838,,,,86.41814,,,,5774,0.978267,,4.37,,11.7728
EPIC 205029914.01,EPIC 205029914,candidate,1,0,4.98205,,,,,,,3.92592,5594,1.01,,4.382,,11.7728
EPIC 205029914.01,EPIC 205029914,candidate,1,0,4.9815,,,,,,0.05902,3.828,,0.92,,,,11.7728
EPIC 205040048.01,EPIC 205040048,candidate,1,0,3.3055191,,,,,0.79,0.111,1.14,3430,0.35,,,,14.9533
EPIC 205040048.01,EPIC 205040048,candidate,1,0,3.30524,,,,,,0.121,1.08,,1.79,,,,14.9533
EPIC 205046529.01,EPIC 205046529,non-candidate,1,0,1.8361,,,,,,0.55,,,,,,,
EPIC 205047565.01,EPIC 205047565,candidate,1,0,14.5444413,,,,,,0.268,2.783,,,,,,
EPIC 205050711.01,EPIC 205050711,candidate,1,0,4.30221683,,,,,,2.613,7.536,7168.62,4.08069,1.6,3.42072,,10.5502
EPIC 205064326.01,EPIC 205064326,non-candidate,1,0,8.02678456,,,,,,0.472,4.203,4708.46,5.5996,,,,12.8641
EPIC 205064326.01,EPIC 205064326,non-candidate,1,0,8.0241306,,,,,0.93,0.488,4.31,3939,0.58,,,,12.8641
EPIC 205064326.01,EPIC 205064326,non-candidate,1,0,8.02415,,,,,,,3.78,4734,6.1,,2.95,,12.8641
EPIC 205064326.01,EPIC 205064326,non-candidate,1,0,8.02335,,,,,,0.503,4.488,,5.13,,,,12.8641
EPIC 205084841.01,EPIC 205084841,candidate,1,0,11.31028,,,,,,1.773,4.44,,1.44,,,,15.8276
EPIC 205084841.01,EPIC 205084841,candidate,1,0,11.31009,,,,,,,4.27608,4793,10,,2.37,,15.8276
EPIC 205145448.01,EPIC 205145448,candidate,1,0,16.63311,,,,,,,2.34,5700,2.19,,3.84,,13.5906
EPIC 205145448.01,EPIC 205145448,candidate,1,0,16.63237,,,,,0,4.33,2.36,3648,0.47,,,,13.5906
EPIC 205145448.01,EPIC 205145448,candidate,1,0,16.63091654,,,,,,4.087,2.255,5121,1.27372,0.862,4.16342,,13.5906
EPIC 205146011.01,EPIC 205146011,candidate,1,0,1.057171,,,,,,0.0204,1.4712,,1.004,,,,13.2285
EPIC 205148699.01,EPIC 205148699,non-candidate,1,0,4.377326,,,,,,,4.548,5928,1.43,,4.08,,12.4132
EPIC 205148699.01,EPIC 205148699,non-candidate,1,0,4.37983009,,,,,,3.43,4.704,5982,1.60152,1.1,4.07039,,12.4132
EPIC 205148699.01,EPIC 205148699,non-candidate,1,0,4.377339,,,,,,3.3397,4.5888,,1.691,,,,12.4132
EPIC 205148699.01,EPIC 205148699,non-candidate,1,0,4.3772986,,,,,0,3.84,4.64,5102,0.78,,,,12.4132
EPIC 205152172.01,EPIC 205152172,candidate,1,0,0.980414,,,,83.7,,,,4202,0.66,,4.758,,13.4865
EPIC 205152172.01,EPIC 205152172,candidate,1,0,0.98036126,,,,,0.17,0.0523,1.14,3932,0.58,,,,13.4865
EPIC 205152172.01,EPIC 205152172,candidate,1,0,0.97988263,,,,,,0.042,1.427,4063,0.701061,0.664242,4.56888,,13.4865
EPIC 205152172.01,EPIC 205152172,candidate,1,0,0.980294,,,,,,0.0655,1.116,,0.685,,,,13.4865
EPIC 205170731.01,EPIC 205170731,candidate,1,0,14.2005,,,,,,0.0856,3.72,,0.786,,,,12.9486
EPIC 205205452.01,EPIC 205205452,candidate,1,0,28.8077,,,,,,0.853,2.184,,0.215,,,,16.5654
EPIC 205224877.01,EPIC 205224877,candidate,1,0,3.75927,,,,,,0.361,1.608,,10.7,,,,16.6205
EPIC 205242733.01,EPIC 205242733,candidate,1,0,2.41628,,,,,,0.0704,2.496,,1.01,,,,13.8065
